,Release Date,Season,Episode,Episode Title,Name,Sentence,label,score
209,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,You left your home to come here. And I'd be queen someday. Please make father say yes.,neutral,0.7400239706039429
210,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,Sansa…,neutral,0.8214702010154724
211,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"Please, please. It's the only thing I ever wanted.",sadness,0.44193515181541443
212,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Is he dead yet?,neutral,0.4619487226009369
213,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,Uncle Benjen!,anger,0.6898593306541443
214,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,You got bigger. I rode all day. Didn't want to leave you alone with the Lannisters. Why aren't you at the feast?,surprise,0.41339099407196045
215,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,Lady Stark thought it might insult the royal family to seat a bastard in their midst.,anger,0.5691308379173279
216,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"Well, you're always welcome on the wall. No bastard was ever refused a seat there.",anger,0.6124611496925354
217,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,So take me with you when you go back.,neutral,0.916480541229248
218,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Jon…,neutral,0.8310801982879639
219,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,"Father will let me if you ask him, I know he will.",neutral,0.8542221784591675
220,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,The Wall isn't going anywhere.,neutral,0.4940889775753021
221,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,I'm ready to swear your oath.,neutral,0.6970434188842773
222,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,You don't understand what you'd be giving up. We have no families. None of us will ever father sons.,surprise,0.47004157304763794
223,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,I don't care about that.,disgust,0.6912122964859009
224,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"You might, if you knew what it meant. … I'd better get inside. Rescue your father from his guests. We'll talk later.",neutral,0.38854655623435974
225,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,Your uncle's in the Night's Watch.,neutral,0.8463521003723145
226,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,What're you doing back there?,surprise,0.6943629384040833
227,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,Preparing for a night with your family. I've always wanted to see the Wall.,fear,0.8027071952819824
228,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,You're Tyrion Lannister. The queen's brother?,surprise,0.5065155029296875
229,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"My greatest accomplishment. You – you're Ned Stark's bastard, aren't you?",disgust,0.4698173701763153
230,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"Did I offend you? Sorry. You are the bastard, though.",anger,0.5163496136665344
231,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,Lord Eddard Stark is my father.,neutral,0.42634305357933044
232,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.",anger,0.8666053414344788
233,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,What the hell do you know about being a bastard?,anger,0.6277321577072144
234,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,All dwarves are bastards in their fathers' eyes.,disgust,0.7339388728141785
235,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,You at a feast -- It's like a bear in a trap.,disgust,0.7857551574707031
236,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The boy I beheaded. Did you know him?,disgust,0.4887710213661194
237,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"Of course I did. Just a lad. But he was tough, Ned. A true Ranger.",neutral,0.7512394189834595
238,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,He was talking madness. Said the Walkers slaughtered his friends.,disgust,0.5638026595115662
239,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,The two he was with are still missing.,sadness,0.8665657639503479
240,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,A wildling ambush.,fear,0.9620681405067444
241,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,neutral,0.7331600189208984
242,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Winter is coming.,neutral,0.6624810695648193
243,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Uncle Benjen.,disgust,0.4541904628276825
244,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Robb boy. How are ye?,surprise,0.8925015926361084
245,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,I'm good.,joy,0.9161905646324158
246,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Is this your first time in the North, Your Grace?",neutral,0.4888564348220825
247,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Yes. Lovely country.,joy,0.8649842143058777
248,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",fear,0.8076798319816589
249,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,"Hello, little dove. But you are a beauty. How old are you?",neutral,0.6441319584846497
250,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"Thirteen, Your Grace.",neutral,0.8495740294456482
251,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,You're tall. Still growing?,surprise,0.8152539730072021
252,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"I think so, Your Grace.",neutral,0.9331109523773193
253,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And have you bled yet?,neutral,0.4833391010761261
254,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"No, Your Grace.",neutral,0.8746731281280518
255,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And your dress. Did you make it?,surprise,0.778929591178894
256,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Such talent. You must make something for me.,neutral,0.5592303276062012
257,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,I hear we might share a grandchild someday.,joy,0.8600345849990845
258,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I hear the same.,neutral,0.6890027523040771
259,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,neutral,0.9280666708946228
260,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Your pardon.,neutral,0.4799613356590271
261,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,I hear we might be neighbors soon. I hope it's true.,neutral,0.8150808215141296
262,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"Yes, the king has honored me with his offer.",joy,0.607972264289856
263,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,"I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.",joy,0.7825772166252136
264,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I don't fight in tournaments.,neutral,0.39708244800567627
265,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,No? Getting a little old for it?,surprise,0.579024076461792
266,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do.",neutral,0.37678179144859314
267,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Well said.,neutral,0.9063081741333008
268,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,Arya!,surprise,0.3072166442871094
269,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Time for bed.,neutral,0.8530018925666809
270,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital.",neutral,0.9023185968399048
271,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I won't let him take you.,anger,0.7238627672195435
272,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The king takes what he wants. That's why he's king.,neutral,0.9180631041526794
273,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'",anger,0.6313658356666565
274,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,How did he get so fat?,surprise,0.8250678181648254
275,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He only stops eating when it's time for a drink.,neutral,0.8933525085449219
276,2011-04-17,Season 1,Episode 1,Winter is Coming,a voice,"It's Maester Luwin, my lord.",neutral,0.7259613871574402
277,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Send him in.,neutral,0.95558100938797
278,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"Pardon, my lord, my lady. A rider in the night from your sister.",disgust,0.7511037588119507
279,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Stay.,neutral,0.9563615918159485
280,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,This was sent from the Eyrie. What's she doing at the Eyrie? She hasn't been back there since her wedding.,surprise,0.5320748090744019
281,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,What news?,surprise,0.8902561068534851
282,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,She's fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.,fear,0.6373634934425354
283,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"She's fresh widowed, Cat. She doesn't know what she's saying.",neutral,0.40819960832595825
284,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Lysa's head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son's life, if she wasn't certain her husband was murdered?",anger,0.37392547726631165
285,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?",neutral,0.715310275554657
286,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,They murdered the last Hand. Now you want Ned to take the job.,anger,0.6982349157333374
287,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"The king rode for a month to ask Lord Stark's help. He's the only one he trusts. You swore the king an oath, my lord.",neutral,0.5543686151504517
288,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He spent half his life fighting Robert's wars. He owes him nothing. Your father and brother rode south once on a king's demand.,neutral,0.680009663105011
289,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,A different time. Different king.,neutral,0.9153602123260498
290,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When do I meet with the Khal? We need to begin planning the invasion.,fear,0.7209859490394592
291,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"If Khal Drogo has promised you a crown, you shall have it.",neutral,0.8880388140678406
292,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When?,surprise,0.6764829754829407
293,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,When their omens favor war.,disgust,0.7584087252616882
294,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,I piss on Dothraki omens. I waited 17 years to get my throne back.,neutral,0.5973914265632629
295,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,A Dothraki wedding without at least three deaths is considered a dull affair.,sadness,0.887628436088562
296,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.,joy,0.6255943775177002
297,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, ser. Are you from my country?",neutral,0.607809841632843
298,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,"Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king.",neutral,0.4913817048072815
299,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"Dragons' eggs, Daenerys. From the Shadow Lands beyond Asshai. The ages have turned them to stone, but they will always be beautiful.",neutral,0.8698631525039673
300,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, Magister.",neutral,0.5593106746673584
301,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"She's beautiful. … Ser Jorah, I don't know how to say ‘thank you' in Dothraki.",neutral,0.610141396522522
302,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,There is no word for ‘thank you' in Dothraki.,neutral,0.6769489645957947
303,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,Make him happy.,joy,0.7439407706260681
304,2011-04-17,Season 1,Episode 1,Winter is Coming,khal drogo,No.,neutral,0.8298870921134949
305,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Do you know the Common Tongue?,neutral,0.8020700812339783
306,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Is ‘no' the only word that you know?,neutral,0.850165605545044
307,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,"Rough night, Imp?",neutral,0.4309766888618469
308,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"If I get through this without squirting from one end or the other, it will be a miracle.",neutral,0.7116439342498779
309,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,I didn't pick you for a hunter.,neutral,0.4047015309333801
310,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,The greatest in the land. My spear never misses.,neutral,0.6870704293251038
311,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,It's not hunting if you pay for it.,neutral,0.710469126701355
